ds,y,no_promoted_skus,unique_stores,no_activated_tiers,customer_activation_index,economic_regressor,event
2015-04-20,481694.770966,1146,49,25,67.44081632653061,56.37,
2015-04-21,426018.313035,1090,49,25,63.82612244897959,55.58,
2015-04-22,421108.210059,1250,49,25,64.10530612244898,56.17,
2015-04-23,392147.042002,3300,49,25,61.460408163265306,56.59,
2015-04-24,437625.507963,5216,49,25,64.73551020408163,55.98,
2015-04-25,588781.512939,1185,49,25,78.01795918367347,55.98,
2015-04-26,625901.000988,1169,49,24,77.19727891156462,55.98,
2015-04-27,425049.148087,1046,49,25,63.25387755102041,55.56,
2015-04-28,374839.1850745,1057,49,25,59.602448979591834,57.05,
2015-04-29,398724.330055,1012,49,25,61.78775510204082,58.55,
2015-04-30,432612.141938,3267,49,25,64.95020408163265,59.62,
2015-05-01,674509.400095,5555,49,25,77.19755102040817,59.1,Labor Day
2015-05-02,711052.273896,1343,49,25,82.21714285714286,59.1,
2015-05-03,742887.785029,1381,49,24,80.45748299319727,59.1,
2015-05-04,556245.147953,1282,49,26,66.0894819466248,58.92,
2015-05-05,509493.227021,1240,49,26,64.93642072213501,60.38,
2015-05-06,504999.550962,1340,49,26,65.4552590266876,60.93,
2015-05-07,444082.309939,3372,49,26,63.137362637362635,58.99,
2015-05-08,481304.22297,5130,49,26,67.41915227629514,59.41,
2015-05-09,706705.4400759999,1156,49,26,90.75039246467819,59.41,Day Before Mother’s Day
2015-05-10,558062.273048,1024,49,25,78.26040816326531,59.41,Mother’s Day
2015-05-11,524864.051063,1055,49,26,63.90423861852433,59.23,
2015-05-12,452162.874045,1014,49,26,60.759026687598116,60.72,
2015-05-13,446915.639008,1172,49,26,59.30533751962324,60.5,
2015-05-14,395609.666087,3153,49,26,56.54866562009419,59.89,
2015-05-15,483535.538107,5076,49,26,62.87833594976452,59.73,
2015-05-16,709798.552994,1196,49,26,77.79827315541601,59.73,
2015-05-17,798186.132143,1060,49,25,79.60897959183673,59.73,
2015-05-18,496595.01098,968,49,26,63.106750392464676,59.44,
2015-05-19,446375.4880335,999,49,26,60.26923076923077,57.3,
2015-05-20,466238.630977,1232,49,26,61.835949764521196,58.96,
2015-05-21,417006.136035,3115,49,26,58.10753532182104,60.18,
2015-05-22,458727.917031,4923,49,26,61.46546310832025,58.88,
2015-05-23,658882.9229615,970,49,26,74.84379905808477,58.88,
2015-05-24,738068.426823,1012,49,25,76.58448979591837,58.88,Battle of Pichincha
2015-05-25,534802.790004,941,49,27,58.92365835222978,58.085,
2015-05-26,463132.406006,887,49,27,56.006802721088434,57.29,
2015-05-27,481804.96096,1007,49,27,57.569160997732425,57.51,
2015-05-28,428506.881011,3183,49,27,55.3068783068783,57.69,
2015-05-29,560519.530038,5079,50,27,61.54148148148148,60.25,
2015-05-30,855728.291973,992,50,27,76.09481481481481,60.25,
2015-05-31,1023564.76704,1025,50,26,83.12076923076923,60.25,
2015-06-01,812081.2027655,1388,50,32,57.3325,60.24,
2015-06-02,753430.6418917,3643,50,32,52.975,61.3,
2015-06-03,747929.452075,5581,50,32,51.8225,59.67,
2015-06-04,608994.6461083,3401,50,32,49.7425,58.0,
2015-06-05,657675.126037,5144,50,32,52.294375,59.11,
2015-06-06,904437.271141,1066,50,32,62.24,59.11,
2015-06-07,1070695.9178497,1068,50,31,63.696774193548386,59.11,
2015-06-08,696952.81204,949,50,32,50.69125,58.15,
2015-06-09,623725.1071692,3216,50,32,49.000625,60.15,
2015-06-10,641435.3719983,5373,50,32,48.609375,61.36,
2015-06-11,510019.1489275,1369,50,32,46.076875,60.74,
2015-06-12,606616.000975,6500,50,32,49.5825,59.96,
2015-06-13,840727.775905,1564,50,32,59.739375,59.96,
2015-06-14,967745.7218685,2239,50,31,60.291612903225804,59.96,
2015-06-15,666557.1317587,1495,50,32,49.639375,59.53,
2015-06-16,672637.824072,3629,50,32,50.5925,60.01,
2015-06-17,677171.157112,8606,50,32,50.170625,59.89,
2015-06-18,556155.0391433,1775,50,32,48.06375,60.41,
2015-06-19,659233.5706609,6748,50,32,52.321875,59.62,
2015-06-20,936951.654373,1586,50,32,67.72625,59.62,
2015-06-21,790568.421132,2389,50,31,59.40451612903226,59.62,
2015-06-22,701208.22895,1617,50,32,51.096875,60.01,
2015-06-23,640322.326029,3756,50,32,49.28625,61.05,
2015-06-24,643411.714061,9265,50,32,46.861875,60.01,
2015-06-25,518700.9558973,1154,50,31,46.87806451612903,59.59,
2015-06-26,593299.460788,6213,50,31,50.42903225806452,59.41,
2015-06-27,831492.4641955,1166,50,31,59.388387096774196,59.41,
2015-06-28,976563.5890657,1994,50,31,60.10967741935484,59.41,
2015-06-29,639072.192193,1006,50,32,48.09125,58.34,
2015-06-30,669548.425059,2927,50,32,50.165,59.48,
2015-07-01,885953.200992,8448,50,31,57.49483870967742,56.94,
2015-07-02,705642.2820965,1306,50,32,52.41375,56.93,
2015-07-03,772773.3939200001,6484,50,32,55.063125,54.705,
2015-07-04,1018541.84294,1252,50,32,63.8225,54.705,
2015-07-05,982427.6819,2065,50,30,62.832,54.705,
2015-07-06,754949.70914,1033,50,31,55.578709677419354,52.48,
2015-07-07,654821.0515315,2971,49,32,48.92602040816327,52.33,
2015-07-08,732992.130029,8236,50,32,52.5725,51.61,
2015-07-09,605032.4963965,1214,50,31,51.09483870967742,52.76,
2015-07-10,643986.381178,6406,50,31,52.73096774193549,52.74,
2015-07-11,794984.703157,1137,50,32,57.413125,52.74,
2015-07-12,898731.936734,1942,50,31,58.06709677419355,52.74,
2015-07-13,647967.077874,1009,50,32,50.050625,52.19,
2015-07-14,601452.258023,2851,50,32,47.99875,53.05,
2015-07-15,664505.1001790001,8255,50,31,51.743870967741934,51.4,
2015-07-16,584042.727022,1225,50,32,48.426875,50.9,
2015-07-17,653452.17114,6503,50,32,51.5,50.88,
2015-07-18,826353.336031,1126,50,31,60.29870967741935,50.88,
2015-07-19,894707.299378,1938,50,30,59.69533333333333,50.88,
2015-07-20,685961.243972,1357,50,31,53.25290322580645,50.11,
2015-07-21,607836.498977,3157,50,31,50.52645161290322,50.59,
2015-07-22,631385.408886,8415,50,31,50.30258064516129,49.27,
2015-07-23,541511.421067,1482,50,31,48.221935483870965,48.11,
2015-07-24,635244.2449785,6714,51,31,52.994307400379505,47.98,
2015-07-25,797427.520942,1529,51,31,58.764073371284,47.98,
2015-07-26,875032.0362592,2383,51,31,57.01960784313726,47.98,
2015-07-27,652999.1942961001,1466,51,32,49.166666666666664,47.17,
2015-07-28,594977.6665523,3408,51,31,48.82542694497154,47.97,
2015-07-29,625449.98155,8747,51,32,48.23774509803921,48.77,
2015-07-30,543393.592625,1662,51,32,46.03063725490196,48.53,
2015-07-31,695083.4489723,7021,51,31,54.337128399746994,47.11,
2015-08-01,1044894.790061,1448,51,32,64.52634803921569,47.11,
2015-08-02,1043495.475018,2194,51,30,63.48627450980392,47.11,
2015-08-03,811119.83411,1405,51,32,54.92585784313726,45.25,
2015-08-04,726613.35811,3489,51,32,52.458946078431374,45.75,
2015-08-05,724346.594,8919,51,31,53.70777988614801,45.13,
2015-08-06,583375.211759,1529,51,32,49.02450980392157,44.69,
2015-08-07,663326.5180703,6744,51,32,52.36580882352941,43.87,
2015-08-08,784099.215997,1436,51,32,57.01225490196079,43.87,
2015-08-09,679410.125135,2287,51,31,50.1157495256167,43.87,
2015-08-10,785477.934216,1389,51,32,53.38664215686274,44.94,First Cry of Independence
2015-08-11,668280.357956,3358,51,32,50.317401960784316,43.11,
2015-08-12,678064.7316857,7917,51,32,50.38235294117647,43.22,
2015-08-13,557859.477954,1482,51,32,47.377450980392155,42.27,
2015-08-14,734484.205049,6748,51,32,52.125,42.45,
2015-08-15,936339.026059,1434,51,32,62.01225490196079,42.45,
2015-08-16,913846.62503,2166,51,31,58.070841239721695,42.45,
2015-08-17,694747.161863,1393,51,32,51.775122549019606,41.93,
2015-08-18,629475.6430527,3316,51,32,49.70649509803921,42.58,
2015-08-19,653733.3600063,7781,51,32,49.82720588235294,40.75,
2015-08-20,569443.704073,1511,51,32,48.23345588235294,41.0,
2015-08-21,653281.208151,7086,52,32,51.23737980769231,40.45,
2015-08-22,803270.157597,1653,52,32,56.96033653846154,40.45,
2015-08-23,865755.397429,2412,52,31,55.608560794044664,40.45,
2015-08-24,681575.9899773,1491,52,32,49.55649038461539,38.22,
2015-08-25,624698.33755,3525,52,32,47.46634615384615,39.15,
2015-08-26,640075.9908365,8142,52,32,47.24939903846154,38.5,
2015-08-27,548043.327354,1462,52,32,45.61899038461539,42.47,
2015-08-28,635737.2322,6846,52,32,49.07932692307692,45.29,
2015-08-29,876953.096934,1484,52,32,57.72235576923077,45.29,
2015-08-30,975697.601858,2310,52,31,57.383374689826304,45.29,
2015-08-31,776152.5521897,1257,52,32,51.86358173076923,49.2,
2015-09-01,906549.992952,3595,52,32,54.37800480769231,45.38,
2015-09-02,879033.0925,8161,52,32,53.45733173076923,46.3,
2015-09-03,707093.042,2241,52,32,49.99519230769231,46.75,
2015-09-04,736395.302632,7802,52,32,50.73858173076923,46.02,
2015-09-05,1052868.394291,2570,52,32,62.08413461538461,46.02,
2015-09-06,1147642.583011,3486,52,31,62.33436724565757,46.02,
2015-09-07,767382.7769737,2391,52,32,51.51923076923077,45.97,
2015-09-08,677312.236066,4385,52,32,48.85216346153846,45.92,
2015-09-09,705633.4998935,8964,52,32,48.72776442307692,44.13,
2015-09-10,577743.795026,2597,52,32,45.90024038461539,45.85,
2015-09-11,651330.167952,7873,52,32,48.51081730769231,44.75,
2015-09-12,921524.436013,2572,52,32,58.12439903846154,44.75,
2015-09-13,1023345.318906,3511,52,31,58.853598014888334,44.75,
2015-09-14,688405.190061,2433,52,32,48.11177884615385,44.07,
2015-09-15,682134.3540295,4657,52,32,48.29747596153846,44.58,
2015-09-16,742089.667998,9156,52,32,49.21033653846154,47.12,
2015-09-17,593577.802125,2563,52,32,45.36237980769231,46.93,
2015-09-18,653805.874946,7943,52,32,48.44350961538461,44.71,
2015-09-19,935893.481059,2727,52,32,58.59314903846154,44.71,
2015-09-20,1037532.860693,3551,52,31,58.52667493796526,44.71,
2015-09-21,717725.376959,2517,52,32,48.93569711538461,46.67,
2015-09-22,641914.7389995,4480,52,32,46.63942307692308,46.17,
2015-09-23,690419.721922,9189,52,32,47.34074519230769,44.53,
2015-09-24,557321.610921,2352,52,32,44.19771634615385,44.94,
2015-09-25,646083.8750635,7739,52,32,47.78064903846154,45.55,
2015-09-26,890486.060145,2486,52,32,56.72355769230769,45.55,
2015-09-27,1018062.963565,3382,52,31,57.63957816377171,45.55,
2015-09-28,671261.0640092,2245,52,32,46.38341346153846,44.4,
2015-09-29,609130.6581453,4278,52,32,44.5703125,45.24,
2015-09-30,711182.539054,9027,52,32,46.78365384615385,45.06,
2015-10-01,796340.858947,2231,52,32,50.35576923076923,44.75,
2015-10-02,830719.387744,7801,52,32,52.54086538461539,45.54,
2015-10-03,1179376.177625,2220,52,32,63.44471153846154,45.54,
2015-10-04,1234130.938595,3011,52,31,62.435483870967744,45.54,
2015-10-05,809524.837996,1990,52,32,51.81490384615385,46.28,
2015-10-06,696169.275967,3989,52,31,49.83250620347395,48.53,
2015-10-07,720562.330573,8798,52,32,48.72175480769231,47.86,
2015-10-08,603066.030064,2042,52,32,46.97836538461539,49.46,
2015-10-09,873934.7190479999,7815,53,32,53.21344339622642,49.67,Independence of Guayaquil
2015-10-10,867556.973019,1969,53,32,56.00884433962264,49.67,
2015-10-11,973329.203973,2852,53,31,55.31405964698722,49.67,
2015-10-12,721634.5721813,1864,53,32,47.186910377358494,47.09,
2015-10-13,585141.5538577,3899,53,32,42.67393867924528,46.7,
2015-10-14,688198.106351,8778,53,32,45.044221698113205,46.63,
2015-10-15,577952.197162,1289,53,31,45.65429093122337,46.38,
2015-10-16,693829.351874,6959,53,32,48.955778301886795,47.3,
2015-10-17,958052.958031,1355,53,32,58.29658018867924,47.3,
2015-10-18,1071477.102879,2212,53,31,58.57029823493609,47.3,
2015-10-19,699259.488037,1166,53,32,47.044221698113205,45.91,
2015-10-20,660308.361186,3039,53,31,47.65003043213633,45.84,
2015-10-21,672847.3460333,7950,53,31,47.579427875836885,45.22,
2015-10-22,547020.0469813,1019,53,32,43.09846698113208,44.9,
2015-10-23,639040.6062,6519,53,31,47.485696895922096,43.91,
2015-10-24,859950.710621,915,53,31,56.85818624467438,43.91,
2015-10-25,1018783.141953,1822,53,30,58.99308176100629,43.91,
2015-10-26,649914.352338,842,53,31,46.33110164333536,43.19,
2015-10-27,587066.101075,2944,53,31,44.94278758368837,43.21,
2015-10-28,599388.1222552,7811,53,31,45.1911138161899,45.93,
2015-10-29,511860.0689186,1392,53,31,42.9531345100426,46.02,
2015-10-30,635875.8911987,7060,53,31,49.40596469872185,46.6,
2015-10-31,915956.851878,1667,53,31,60.04321363359708,46.6,
2015-11-01,819250.388037,2621,53,32,49.42629716981132,46.6,
2015-11-02,762549.794932,1715,53,31,48.7900182592818,46.12,Day of the Deceased
2015-11-03,1033439.132986,3898,53,30,58.4251572327044,47.88,Independence of Cuenca
2015-11-04,855494.43996,9041,53,31,52.08277541083384,46.32,
2015-11-05,649662.670907,1872,53,31,47.536822884966526,45.27,
2015-11-06,671145.788057,7448,53,31,48.68776628119294,44.32,
2015-11-07,929723.344157,1881,53,31,58.73280584297018,44.32,
2015-11-08,1077361.9559685,2868,53,32,57.011792452830186,44.32,
2015-11-09,683644.901987,1707,53,31,47.96165550821668,43.87,
2015-11-10,623529.1790699,3788,53,31,47.16250760803408,44.23,
2015-11-11,689746.212316,8741,53,31,47.1253804017042,42.95,
2015-11-12,506937.6640027,1777,53,31,44.301886792452834,41.74,
2015-11-13,626674.025055,7175,53,31,48.86914181375533,40.69,
2015-11-14,867597.332909,2300,53,31,58.50213024954352,40.69,
2015-11-15,1056159.462651,3508,53,31,58.920876445526474,40.69,
2015-11-16,716508.7092175,2524,53,31,48.774193548387096,41.68,
2015-11-17,618919.988059,4525,53,31,46.433353621424224,40.73,
2015-11-18,683954.18795,9935,53,31,47.69872185027389,40.75,
2015-11-19,560452.567301,2888,53,31,45.289105295191725,40.55,
2015-11-20,665619.668251,8109,53,31,50.79488740109556,39.39,
2015-11-21,863726.8816559,2473,53,31,57.61412051125989,39.39,
2015-11-22,1015844.2849005,3537,53,30,58.928930817610066,39.39,
2015-11-23,696685.460932,2307,53,31,47.830797321972,39.27,
2015-11-24,612710.200935,4508,53,31,46.82288496652465,40.89,
2015-11-25,658917.83013,9548,53,31,48.28241022519781,41.22,
2015-11-26,530358.330027,2134,53,31,45.39622641509434,40.894999999999996,
2015-11-27,645087.0350447,7812,53,31,51.05903834449178,40.57,Black Friday
2015-11-28,850596.003884,2432,53,31,58.195982958003654,40.57,
2015-11-29,1070619.802932,3235,53,30,62.58930817610063,40.57,
2015-11-30,762036.1239965,2190,53,31,51.89044430919051,40.43,Cyber Monday
2015-12-01,857620.9426407,5121,53,31,53.55508216676811,40.58,
2015-12-02,867269.5758400001,10113,53,31,53.869750456482045,39.93,
2015-12-03,676883.031992,2513,53,31,51.44978697504565,41.08,
2015-12-04,749354.1319635,8073,53,31,52.9720024345709,40.0,
2015-12-05,966202.367876,2404,53,31,61.25197808886184,40.0,
2015-12-06,1143119.31945,3188,53,31,61.02130249543518,40.0,
2015-12-07,822334.708983,2031,53,32,52.136792452830186,37.64,
2015-12-08,712569.16983,4241,53,32,49.35495283018868,37.46,
2015-12-09,747893.782087,9603,53,32,51.07016509433962,37.16,
2015-12-10,657427.1785246,2013,53,32,49.45754716981132,36.76,
2015-12-11,708392.807819,7574,53,32,52.683372641509436,35.65,
2015-12-12,915667.884291,2179,53,32,60.97228773584906,35.65,
2015-12-13,1059425.4213405,2924,53,31,61.39683505782106,35.65,
2015-12-14,811613.7221567,1672,53,32,52.20518867924528,36.31,
2015-12-15,779809.953397,5965,53,32,52.904481132075475,37.32,
2015-12-16,859930.249129,11274,53,32,56.587853773584904,35.55,
2015-12-17,809809.748717,2120,53,32,58.214622641509436,34.98,
2015-12-18,893569.902701,7493,53,32,59.92865566037736,34.72,
2015-12-19,1095523.5178683,2231,53,32,73.00117924528301,34.72,
2015-12-20,1175416.9636673,3037,53,31,73.55021302495435,34.72,
2015-12-21,1072887.476889,1811,53,32,73.53242924528301,34.55,Four Days Before Christmas
2015-12-22,1141861.90926,4122,53,32,81.91096698113208,36.12,Three Days Before Christmas
2015-12-23,1196146.056374,9276,53,32,90.41155660377359,36.76,Two Days Before Christmas
2015-12-24,1083680.315238,1838,53,32,100.92511792452831,37.62,Day Before Christmas
2015-12-26,946725.190766,1725,53,32,66.97759433962264,37.62,Day After Christmas
2015-12-27,837714.129168,2582,53,31,56.61594643944005,37.62,
2015-12-28,789684.9127821,1316,53,32,56.165683962264154,36.36,
2015-12-29,870762.025758,3848,53,32,61.688089622641506,37.88,
2015-12-30,1030043.735764,9068,53,32,70.13384433962264,36.59,
2015-12-31,964641.5415009999,1638,53,32,77.72759433962264,37.13,Day Before New Year’s Day
2016-01-01,16433.394,159,1,29,0.0,36.97,New Year’s Day
2016-01-02,1066677.424862,1832,53,32,41.054245283018865,36.97,
2016-01-03,1226735.719895,2936,53,31,0.0,36.97,
2016-01-04,955956.875097,1741,53,32,10.512382075471699,36.81,
2016-01-05,835320.439089,3950,53,32,52.487028301886795,35.97,
2016-01-06,821685.655923,8959,53,32,52.385613207547166,33.97,
2016-01-07,653504.3669428,1998,53,32,47.4127358490566,33.29,
2016-01-08,713608.3341557,7235,53,32,49.14150943396226,33.2,
2016-01-09,989209.458148,1793,53,32,59.537146226415096,33.2,
2016-01-10,1094693.83696,2700,53,31,59.23493609251369,33.2,
2016-01-11,705495.240963,1467,53,32,47.468160377358494,31.42,
2016-01-12,647058.461085,3683,53,32,45.81132075471698,30.42,
2016-01-13,660045.317135,8823,53,32,44.939268867924525,30.42,
2016-01-14,561972.62307,1917,53,32,44.168042452830186,31.22,
2016-01-15,671027.100027,7696,53,32,49.000589622641506,29.45,
2016-01-16,959827.146436,2282,53,32,58.784198113207545,29.45,
2016-01-17,1057997.343303,3141,53,31,57.915398660986,29.45,
2016-01-18,709784.229951,2201,53,32,48.04599056603774,28.96,
2016-01-19,630929.75099,4738,53,32,44.865566037735846,28.47,
2016-01-20,738744.013045,10589,53,32,48.93219339622642,26.68,
2016-01-21,552820.7690359,940,53,32,43.71521226415094,29.55,
2016-01-22,648431.428037,6542,53,32,47.028301886792455,32.07,
2016-01-23,906754.833923,924,53,32,56.387971698113205,32.07,
2016-01-24,980927.7570135,1964,53,31,54.647595861229455,32.07,
2016-01-25,658090.687097,782,53,32,44.83608490566038,30.31,
2016-01-26,609465.787904,3075,53,32,44.59846698113208,29.54,
2016-01-27,647254.67807,8217,53,32,45.34905660377358,32.32,
2016-01-28,533709.8489592,2483,53,32,43.10731132075472,33.21,
2016-01-29,660492.758086,8261,53,32,47.80719339622642,33.66,
2016-01-30,969938.376831,2791,53,32,57.90153301886792,33.66,
2016-01-31,1093211.2294,3759,53,31,58.22945830797322,33.66,
2016-02-01,872063.3148838,2805,53,32,51.78478773584906,31.62,
2016-02-02,765233.207779,4924,53,32,50.075471698113205,29.9,
2016-02-03,772360.939004,9935,53,32,49.943396226415096,32.29,
2016-02-04,650328.166941,3326,53,32,48.612028301886795,31.63,
2016-02-05,768586.5079877,9244,53,32,52.685731132075475,30.86,
2016-02-06,941954.07605,3667,53,32,59.34021226415094,30.86,
2016-02-07,697791.630994,4184,53,32,46.511792452830186,30.86,
2016-02-08,636542.677274,3245,53,32,44.249410377358494,29.71,Carnival
2016-02-09,746939.64016,5542,53,31,48.21789409616555,27.96,Carnival
2016-02-10,790988.713851,10965,53,32,51.132075471698116,27.54,
2016-02-11,646376.371075,5650,53,32,48.02122641509434,26.19,
2016-02-12,698152.0698755,11248,53,32,51.563089622641506,29.32,
2016-02-13,859023.0269945,6018,53,32,60.05247641509434,29.32,
2016-02-14,940214.498527,6966,53,31,60.536822884966526,29.32,
2016-02-15,746671.290005,5744,53,32,49.11143867924528,29.185000000000002,
2016-02-16,719111.88609,6223,53,32,47.87264150943396,29.05,
2016-02-17,723794.722013,11241,53,32,47.757075471698116,30.68,
2016-02-18,570072.678149,3949,53,32,44.102004716981135,30.77,
2016-02-19,672510.133621,9501,53,32,48.681603773584904,29.59,
2016-02-20,883790.2212395,4278,53,32,56.32841981132076,29.59,
2016-02-21,991384.2700283,5431,53,31,55.710894704808275,29.59,
2016-02-22,698907.63622,4009,53,32,47.037146226415096,31.37,
2016-02-23,641329.0610941,6027,53,32,45.79716981132076,31.84,
2016-02-24,675573.377814,11117,53,32,46.20518867924528,30.35,
2016-02-25,557959.327812,3236,53,32,43.649174528301884,31.4,
2016-02-26,641922.8016649,9782,53,32,47.2877358490566,31.65,
2016-02-27,916704.0687289999,5172,53,32,56.40271226415094,31.65,
2016-02-28,994502.727301,6156,53,31,54.81375532562386,31.65,
2016-02-29,726619.7578255,3956,53,32,47.259433962264154,32.74,
2016-03-01,897927.643296,6666,53,32,51.74469339622642,34.39,
2016-03-02,878452.364907,11706,53,32,52.34610849056604,34.57,
2016-03-03,671564.7523075,3490,53,32,47.044221698113205,34.56,
2016-03-04,747546.7958183,9322,53,32,50.998231132075475,35.91,
2016-03-05,1028620.677053,3909,53,32,60.241745283018865,35.91,
2016-03-06,1078958.5091855,4730,53,31,57.929397443700545,35.91,
2016-03-07,738126.524119,3446,53,32,49.92983490566038,37.9,
2016-03-08,642291.3448895,5398,53,32,49.59375,36.67,
2016-03-09,694645.8489091,10754,53,32,46.92216981132076,37.62,
2016-03-10,572491.856825,3430,53,32,45.329599056603776,37.77,
2016-03-11,664893.5129268001,9111,53,32,48.91627358490566,38.51,
2016-03-12,898101.109871,3825,53,32,57.355542452830186,38.51,
2016-03-13,954980.3301475,4613,53,31,55.04260499087036,38.51,
2016-03-14,668066.393105,3453,53,32,46.535377358490564,37.2,
2016-03-15,668186.702459,5708,53,32,46.96403301886792,36.32,
2016-03-16,739805.377693,10828,53,32,48.2063679245283,38.43,
2016-03-17,580452.5319757,4979,53,32,44.969339622641506,40.17,
2016-03-18,666756.8191527,9539,53,32,49.044221698113205,39.47,
2016-03-19,895038.512068,4430,53,32,57.065448113207545,39.47,
2016-03-20,929605.582019,5296,53,31,54.63724893487523,39.47,
2016-03-21,690469.800941,4119,53,32,47.8685141509434,39.91,
2016-03-22,622695.8369947,5900,52,32,46.51983173076923,41.45,
2016-03-23,714881.17408,11249,52,32,49.47776442307692,38.28,
2016-03-24,660489.8450025,2340,53,32,51.199292452830186,38.14,
2016-03-25,633524.200062,7584,53,32,46.4811320754717,38.065,Good Friday
2016-03-26,800133.5174955,2400,53,32,53.79245283018868,38.065,
2016-03-27,833336.064862,3329,53,31,50.094339622641506,38.065,
2016-03-28,661057.8656583,2380,53,32,45.19280660377358,37.99,
2016-03-29,621166.0630926,4467,53,32,44.68278301886792,36.91,
2016-03-30,660138.988943,9807,53,32,44.60849056603774,36.91,
2016-03-31,617374.3379607,3581,53,32,45.41509433962264,36.94,
2016-04-01,872467.3200749999,9793,53,32,52.50884433962264,35.36,
2016-04-02,1150824.580929,3941,53,32,61.586674528301884,35.36,
2016-04-03,1266908.291001,5092,53,31,62.83018867924528,35.36,
2016-04-04,795237.1920634999,3643,53,32,50.127948113207545,34.3,
2016-04-05,725750.101045,5677,53,32,48.71992924528302,34.52,
2016-04-06,744784.8430795,11186,53,32,47.99646226415094,37.74,
2016-04-07,587939.720177,3080,53,32,45.24528301886792,37.3,
2016-04-08,689727.1961377,9240,53,32,49.252948113207545,39.74,
2016-04-09,927981.389244,4143,53,32,57.46108490566038,39.74,
2016-04-10,1008876.737901,5403,53,31,55.9811320754717,39.74,
2016-04-11,665348.963943,4377,53,32,45.908018867924525,40.46,
2016-04-12,651657.0342615,6825,53,32,48.634433962264154,42.12,
2016-04-13,672611.48105,12374,53,32,46.96757075471698,41.7,
2016-04-14,546785.2089455,3484,53,31,45.21667681071211,41.45,
2016-04-15,667606.299867,9158,53,32,48.791863207547166,40.4,
2016-04-16,862121.492036,3954,53,32,53.250589622641506,40.4,Manabi Earthquake through 30 Days After Manabi Earthquake
2016-04-17,1271833.739255,4986,53,31,56.61472915398661,40.4,
2016-04-18,1345920.6048929,4075,53,32,61.060731132075475,39.74,
2016-04-19,1152089.208085,6110,53,32,58.543042452830186,40.88,
2016-04-20,1062426.2900389,12650,53,32,56.060731132075475,42.72,
2016-04-21,1001079.779168,5525,53,32,50.43219339622642,43.18,
2016-04-22,857059.24399,11038,53,32,51.097877358490564,42.76,
2016-04-23,1022143.1346499,5737,53,32,59.238207547169814,42.76,
2016-04-24,1039369.932014,6762,53,31,57.20815581253804,42.76,
2016-04-25,680000.753839,5125,53,32,46.168042452830186,41.67,
2016-04-26,704799.4182328,7306,53,32,45.529481132075475,42.52,
2016-04-27,670288.098041,13522,53,32,45.6185141509434,45.29,
2016-04-28,543339.849013,6363,53,32,43.017099056603776,46.03,
2016-04-29,708711.428894,14393,53,32,48.768278301886795,45.98,
2016-04-30,1067335.770093,10349,53,32,60.613207547169814,45.98,
2016-05-01,1270121.20756,12056,53,31,62.08886183810103,45.98,Labor Day
2016-05-02,973985.670432,9677,53,32,50.270636792452834,44.75,
2016-05-03,792205.5501393,12286,53,32,50.4127358490566,43.65,
2016-05-04,798654.4540987,17422,53,32,50.829599056603776,43.77,
2016-05-05,648701.6029645,9971,53,32,48.465801886792455,44.33,
2016-05-06,761422.5161262,16096,53,32,53.749410377358494,44.58,
2016-05-07,1071192.776983,10579,53,32,69.70636792452831,44.58,Day Before Mother’s Day
2016-05-08,820824.6380683,10736,53,31,59.11868533171029,44.58,Mother’s Day
2016-05-09,771767.6541339,10233,53,32,48.374410377358494,43.45,
2016-05-10,693010.486981,12099,53,32,46.10495283018868,44.68,
2016-05-11,727543.4630335,15793,53,32,47.6185141509434,46.21,
2016-05-12,603394.2070997,8951,53,32,44.86969339622642,46.64,
2016-05-13,666833.8999414,14003,53,32,48.50530660377358,46.22,
2016-05-14,932869.5212631,9151,53,32,57.63856132075472,46.22,
2016-05-15,1070331.66738,10418,53,32,56.550707547169814,46.22,
2016-05-16,748112.686851,8877,53,32,47.835495283018865,47.72,
2016-05-17,661930.83884,10975,53,32,46.20990566037736,48.29,
2016-05-18,671232.9593407,14599,53,32,43.95754716981132,48.12,
2016-05-19,581470.5602065,8973,53,32,44.119103773584904,48.16,
2016-05-20,706024.0579254,14004,53,32,49.6373820754717,47.67,
2016-05-21,910757.16309,9307,53,32,57.224646226415096,47.67,
2016-05-22,1030671.62292,10339,53,32,55.205778301886795,47.67,
2016-05-23,695004.681298,8534,53,32,46.9310141509434,48.12,
2016-05-24,606377.2052165,10606,53,32,43.76474056603774,48.04,Battle of Pichincha
2016-05-25,637512.038734,15657,53,32,44.24469339622642,49.1,
2016-05-26,571968.623123,10758,53,32,43.825471698113205,49.0,
2016-05-27,852689.219312,17133,53,32,52.22877358490566,49.36,Observance Transfer of Battle of Pichincha
2016-05-28,816187.2200643,11524,53,32,52.527122641509436,49.36,
2016-05-29,959853.658039,12737,53,32,51.654481132075475,49.36,
2016-05-30,752452.419172,11392,53,32,47.316627358490564,49.230000000000004,
2016-05-31,974327.9898907,14668,53,32,54.82724056603774,49.1,
2016-06-01,811525.320315,15912,53,32,52.2252358490566,49.07,
2016-06-02,694535.9356793,8059,53,32,46.811910377358494,49.14,
2016-06-03,742363.085208,11747,53,32,49.96875,48.69,
2016-06-04,1011996.61607,6666,53,32,59.32016509433962,48.69,
2016-06-05,1123734.4361,7628,53,32,57.43985849056604,48.69,
2016-06-06,729894.222866,6262,53,32,47.66509433962264,49.71,
2016-06-07,658714.653306,8345,53,32,46.06485849056604,50.37,
